path_id	cid	compound_name	reactome_id1	pathway_name1	reactome_id2	pathway_name2	uniprot_id	gene_name
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_4485	nifedipine	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_4485	nifedipine	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_448537	diethylstilbestrol	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_448537	diethylstilbestrol	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_448537	diethylstilbestrol	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-192105_R-HSA-193807_P19793	CID_449171	9-cis retinoic acid	R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	R-HSA-8957322	Metabolism of steroids	P19793	RXRA
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-192105_R-HSA-193368_P19793	CID_449171	9-cis retinoic acid	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	R-HSA-8957322	Metabolism of steroids	P19793	RXRA
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-159418_P19793	CID_449171	9-cis retinoic acid	R-HSA-159418	Recycling of bile acids and salts	R-HSA-8957322	Metabolism of steroids	P19793	RXRA
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-1655829_R-HSA-2426168_P19793	CID_449171	9-cis retinoic acid	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	R-HSA-8957322	Metabolism of steroids	P19793	RXRA
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_4499	nisoldipine	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_4499	nisoldipine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_4507	nitrendipine	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_4507	nitrendipine	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_Q16850	CID_456201	ketoconazole	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	Q16850	CYP51A1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_457193	actinomycin d	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_457193	actinomycin d	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-200425_O76082	CID_457193	actinomycin d	R-HSA-200425	Import of palmitoyl-CoA into the mitochondrial matrix	R-HSA-8978868	Fatty acid metabolism	O76082	SLC22A5
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_4594	omeprazole	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_4594	omeprazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_4594	omeprazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_4594	omeprazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_4594	omeprazole	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_4594	omeprazole	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_4594	omeprazole	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-196071_R-HSA-196108_P05108	CID_4594	omeprazole	R-HSA-196108	Pregnenolone biosynthesis	R-HSA-8957322	Metabolism of steroids	P05108	CYP11A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P05108	CID_4594	omeprazole	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	P05108	CYP11A1
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_4748	perphenazine	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_4748	perphenazine	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_4748	perphenazine	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-372790_R-HSA-500792_R-HSA-373076_R-HSA-375280_R-HSA-390666_P34969	CID_4748	perphenazine	R-HSA-390666	Serotonin receptors	R-HSA-500792	GPCR ligand binding	P34969	HTR7
R-HSA-162582_R-HSA-195721_R-HSA-3858494_R-HSA-4086398_P0DP23	CID_4768	phenoxybenzamine hydrochloride	R-HSA-4086398	Ca2+ pathway	R-HSA-3858494	Beta-catenin independent WNT signaling	P0DP23	CALM1
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_4768	phenoxybenzamine hydrochloride	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_4768	phenoxybenzamine hydrochloride	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_4768	phenoxybenzamine hydrochloride	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_4927	promethazine	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-1430728_R-HSA-71387_R-HSA-8982491_R-HSA-70221_P0DP23	CID_4927	promethazine	R-HSA-70221	Glycogen breakdown (glycogenolysis)	R-HSA-8982491	Glycogen metabolism	P0DP23	CALM1
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-418594_R-HSA-111885_R-HSA-180024_P0DP23	CID_4927	promethazine	R-HSA-180024	DARPP-32 events	R-HSA-388396	GPCR downstream signalling	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627123_P0DP23	CID_4927	promethazine	R-HSA-5627123	RHO GTPases activate PAKs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5626467_P0DP23	CID_4927	promethazine	R-HSA-5626467	RHO GTPases activate IQGAPs	R-HSA-195258	RHO GTPase Effectors	P0DP23	CALM1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_4932	propafenone hydrochloride	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_4932	propafenone hydrochloride	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_4932	propafenone hydrochloride	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_4932	propafenone hydrochloride	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_4932	propafenone hydrochloride	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_4932	propafenone hydrochloride	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_4932	propafenone hydrochloride	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_4932	propafenone hydrochloride	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_5073	risperidone	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_5073	risperidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-162582_R-HSA-372790_R-HSA-388396_R-HSA-416482_P35348	CID_5073	risperidone	R-HSA-416482	G alpha (12/13) signalling events	R-HSA-388396	GPCR downstream signalling	P35348	ADRA1A
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_5073	risperidone	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-192105_R-HSA-193775_Q02318	CID_5280793	ergocalciferol	R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	R-HSA-8957322	Metabolism of steroids	Q02318	CYP27A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-192105_R-HSA-193807_Q02318	CID_5280793	ergocalciferol	R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	R-HSA-8957322	Metabolism of steroids	Q02318	CYP27A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-192105_R-HSA-193368_Q02318	CID_5280793	ergocalciferol	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	R-HSA-8957322	Metabolism of steroids	Q02318	CYP27A1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10632	CID_5280795	vitamin d3	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10632	CYP2C8
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211981_R-HSA-211999_P10635	CID_5280795	vitamin d3	R-HSA-211999	CYP2E1 reactions	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_5280795	vitamin d3	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-400206_R-HSA-1989781_P04798	CID_5280795	vitamin d3	R-HSA-1989781	PPARA activates gene expression	R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	P04798	CYP1A1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_5280795	vitamin d3	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P05108	CID_5280795	vitamin d3	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	P05108	CYP11A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-196071_R-HSA-196108_P05108	CID_5280795	vitamin d3	R-HSA-196108	Pregnenolone biosynthesis	R-HSA-8957322	Metabolism of steroids	P05108	CYP11A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P20813	CID_5280795	vitamin d3	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P20813	CYP2B6
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-192105_R-HSA-193775_Q02318	CID_5280795	vitamin d3	R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	R-HSA-8957322	Metabolism of steroids	Q02318	CYP27A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-192105_R-HSA-193807_Q02318	CID_5280795	vitamin d3	R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	R-HSA-8957322	Metabolism of steroids	Q02318	CYP27A1
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-192105_R-HSA-193368_Q02318	CID_5280795	vitamin d3	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	R-HSA-8957322	Metabolism of steroids	Q02318	CYP27A1
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_Q02318	CID_5280795	vitamin d3	R-HSA-211976	Endogenous sterols	R-HSA-211945	Phase I - Functionalization of compounds	Q02318	CYP27A1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_5281078	mycophenolate mofetil	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_5281078	mycophenolate mofetil	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-15869_R-HSA-8956320_R-HSA-73817_P12268	CID_5281078	mycophenolate mofetil	R-HSA-73817	Purine ribonucleoside monophosphate biosynthesis	R-HSA-8956320	Nucleobase biosynthesis	P12268	IMPDH2
R-HSA-1430728_R-HSA-15869_R-HSA-8956320_R-HSA-73817_P20839	CID_5281078	mycophenolate mofetil	R-HSA-73817	Purine ribonucleoside monophosphate biosynthesis	R-HSA-8956320	Nucleobase biosynthesis	P20839	IMPDH1
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_5281078	mycophenolate mofetil	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-556833_R-HSA-400206_R-HSA-1989781_O60656	CID_5281078	mycophenolate mofetil	R-HSA-1989781	PPARA activates gene expression	R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	O60656	UGT1A9
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_5284373	cyclosporin a	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_5284373	cyclosporin a	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_5284373	cyclosporin a	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_5284373	cyclosporin a	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_5284373	cyclosporin a	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_5284373	cyclosporin a	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_5284373	cyclosporin a	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_5284558	etoposide	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P05177	CID_5284558	etoposide	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P05177	CYP1A2
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P05177	CID_5284558	etoposide	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P05177	CYP1A2
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_5284558	etoposide	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_5284558	etoposide	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_Q9UNQ0	CID_5284558	etoposide	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	Q9UNQ0	ABCG2
R-HSA-162582_R-HSA-9006925_R-HSA-1257604_R-HSA-6807070_R-HSA-8943724_O15379	CID_5311	vorinostat (saha)	R-HSA-8943724	Regulation of PTEN gene transcription	R-HSA-1257604	PIP3 activates AKT signaling	O15379	HDAC3
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-350054_O15379	CID_5311	vorinostat (saha)	R-HSA-350054	Notch-HLH transcription pathway	R-HSA-212436	Generic Transcription Pathway	O15379	HDAC3
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8941326_R-HSA-8940973_O15379	CID_5311	vorinostat (saha)	R-HSA-8940973	RUNX2 regulates osteoblast differentiation	R-HSA-212436	Generic Transcription Pathway	O15379	HDAC3
R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_O15379	CID_5311	vorinostat (saha)	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	R-HSA-1980143	Signaling by NOTCH1	O15379	HDAC3
R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_Q9UBN7	CID_5311	vorinostat (saha)	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	R-HSA-1980143	Signaling by NOTCH1	Q9UBN7	HDAC6
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878166_R-HSA-8941326_R-HSA-8940973_Q9UBN7	CID_5311	vorinostat (saha)	R-HSA-8940973	RUNX2 regulates osteoblast differentiation	R-HSA-212436	Generic Transcription Pathway	Q9UBN7	HDAC6
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-350054_Q9UBN7	CID_5311	vorinostat (saha)	R-HSA-350054	Notch-HLH transcription pathway	R-HSA-212436	Generic Transcription Pathway	Q9UBN7	HDAC6
R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_O75376	CID_5311	vorinostat (saha)	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	R-HSA-1980143	Signaling by NOTCH1	O75376	NCOR1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_O75376	CID_5311	vorinostat (saha)	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	O75376	NCOR1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-350054_O75376	CID_5311	vorinostat (saha)	R-HSA-350054	Notch-HLH transcription pathway	R-HSA-212436	Generic Transcription Pathway	O75376	NCOR1
R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_Q9UKV0	CID_5311	vorinostat (saha)	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	R-HSA-1980143	Signaling by NOTCH1	Q9UKV0	HDAC9
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-350054_P56524	CID_5311	vorinostat (saha)	R-HSA-350054	Notch-HLH transcription pathway	R-HSA-212436	Generic Transcription Pathway	P56524	HDAC4
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-8878159_R-HSA-8951936_P56524	CID_5311	vorinostat (saha)	R-HSA-8951936	RUNX3 regulates p14-ARF	R-HSA-212436	Generic Transcription Pathway	P56524	HDAC4
R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_P56524	CID_5311	vorinostat (saha)	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	R-HSA-1980143	Signaling by NOTCH1	P56524	HDAC4
R-HSA-1430728_R-HSA-2161522_R-HSA-2161517_P08183	CID_53232	lovastatin	R-HSA-2161517	Abacavir transmembrane transport	R-HSA-2161517	Abacavir transmembrane transport	P08183	ABCB1
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P10635	CID_53232	lovastatin	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211958_P10635	CID_53232	lovastatin	R-HSA-211958	Miscellaneous substrates	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211935_P10635	CID_53232	lovastatin	R-HSA-211935	Fatty acids	R-HSA-211945	Phase I - Functionalization of compounds	P10635	CYP2D6
R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-9018677_R-HSA-9018682_R-HSA-9027307_P08684	CID_53232	lovastatin	R-HSA-9027307	Biosynthesis of maresin-like SPMs	R-HSA-9018678	Biosynthesis of specialized proresolving mediators (SPMs)	P08684	CYP3A4
R-HSA-1430728_R-HSA-211859_R-HSA-5423646_P08684	CID_53232	lovastatin	R-HSA-5423646	Aflatoxin activation and detoxification	R-HSA-5423646	Aflatoxin activation and detoxification	P08684	CYP3A4
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-194068_R-HSA-159418_P46721	CID_53232	lovastatin	R-HSA-159418	Recycling of bile acids and salts	R-HSA-8957322	Metabolism of steroids	P46721	SLCO1A2
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-1655829_R-HSA-2426168_P04035	CID_53232	lovastatin	R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	R-HSA-8957322	Metabolism of steroids	P04035	HMGCR
R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-191273_P04035	CID_53232	lovastatin	R-HSA-191273	Cholesterol biosynthesis	R-HSA-8957322	Metabolism of steroids	P04035	HMGCR
R-HSA-1430728_R-HSA-556833_R-HSA-400206_R-HSA-1989781_P04035	CID_53232	lovastatin	R-HSA-1989781	PPARA activates gene expression	R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	P04035	HMGCR
R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211979_P24557	CID_5359476	sulfasalazine	R-HSA-211979	Eicosanoids	R-HSA-211945	Phase I - Functionalization of compounds	P24557	TBXAS1
R-HSA-74160_R-HSA-73857_R-HSA-212436_R-HSA-383280_P28702	CID_5381	tazarotene	R-HSA-383280	Nuclear Receptor transcription pathway	R-HSA-212436	Generic Transcription Pathway	P28702	RXRB
